collection_item_id,game,card,current_status,classification,recovered_cardmarket_id,candidate_cardmarket_ids,original_import_evidence,legacy_evidence,external_id_evidence,scryfall_evidence,cardtrader_evidence,historical_url_evidence,provenance_gap,lost_fields,original_value,current_value,confidence_reason,remaining_blocker,next_action,magic_category
135,One Piece,Dracule Mihawk,AMBIGUOUS,MANUAL_WEB_REVIEW,,690896|768324,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=15437; collection_items.card_id=15437; printing_variant=normal; variant_label=Fixed Reprint; finish=NULL; treatment=NULL; source_variant=Fixed Reprint; release_kind=reprint; art_kind=base; catalog_status=active,"cardmarket_product idProduct=690896; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=768324; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=244584; scope=exact; metadata={""release_id"":3332,""version"":""Fixed Reprint""} || card_images source_card_id=244584; source_variant=Fixed Reprint; source_collector_number=OP01-070; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op01 + OP01-070 + jp + variant=Fixed Reprint; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 690896|768324 and verify JP + op01 + Fixed Reprint / release; record one idProduct only after evidence.,N/A
136,One Piece,Yamato,AMBIGUOUS,MANUAL_WEB_REVIEW,,845324|857251,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=22263; collection_items.card_id=22263; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=845324; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=857251; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=354348; scope=exact; metadata={""release_id"":4241,""version"":null} || card_images source_card_id=354348; source_variant=Base; source_collector_number=OP13-054; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op13 + OP13-054 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 845324|857251 and verify JP + op13 + Base / release; record one idProduct only after evidence.,N/A
137,One Piece,Lilith,AMBIGUOUS,MANUAL_WEB_REVIEW,,845665|857331,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=22215; collection_items.card_id=22215; printing_variant=confirmed_parallel; variant_label=Alternate Art; finish=NULL; treatment=NULL; source_variant=Alternate Art; release_kind=original; art_kind=alternate_art; catalog_status=active,"cardmarket_product idProduct=845665; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=857331; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=354323; scope=exact; metadata={""release_id"":4241,""version"":""Alternate Art""} || card_images source_card_id=354323; source_variant=Alternate Art; source_collector_number=OP13-113a; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op13 + OP13-113 + jp + variant=Alternate Art; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 845665|857331 and verify JP + op13 + Alternate Art / release; record one idProduct only after evidence.,N/A
138,One Piece,Monkey.D.Luffy,MISMATCH,MANUAL_WEB_REVIEW,,808171|808172|808173|823515|823516|823517|838704|838705|852319|852320,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=21131; collection_items.card_id=21131; printing_variant=confirmed_parallel; variant_label=Secret Rare | Alternate Art; finish=NULL; treatment=NULL; source_variant=Secret Rare | Alternate Art; release_kind=original; art_kind=alternate_art; catalog_status=active,"cardmarket_product idProduct=823516; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=330432; scope=exact; metadata={""release_id"":4123,""version"":""Secret Rare | Alternate Art""} || card_images source_card_id=330432; source_variant=Secret Rare | Alternate Art; source_collector_number=EB02-061a; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies eb-02 + EB02-061A + jp + variant=Secret Rare | Alternate Art; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. EB02-061A has 10 candidates across EB02/PRB02 and Cardmarket bulk omits V1/V2/V3. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 808171|808172|808173|823515|823516|823517|838704|838705|852319|852320 and verify JP + eb-02 + Secret Rare | Alternate Art / release; record one idProduct only after evidence.,N/A
139,One Piece,Rob Lucci,AMBIGUOUS,MANUAL_WEB_REVIEW,,733430|747782,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=17143; collection_items.card_id=17143; printing_variant=confirmed_parallel; variant_label=093 | Alternate Art; finish=NULL; treatment=NULL; source_variant=093 | Alternate Art; release_kind=original; art_kind=alternate_art; catalog_status=active,"cardmarket_product idProduct=733430; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=747782; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=268464; scope=exact; metadata={""release_id"":3461,""version"":""093 | Alternate Art""} || card_images source_card_id=268464; source_variant=093 | Alternate Art; source_collector_number=OP05-093a; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op05 + OP05-093 + jp + variant=093 | Alternate Art; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 733430|747782 and verify JP + op05 + 093 | Alternate Art / release; record one idProduct only after evidence.,N/A
140,One Piece,X.Drake,AMBIGUOUS,MANUAL_WEB_REVIEW,,733352|747512,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=17185; collection_items.card_id=17185; printing_variant=confirmed_parallel; variant_label=Alternate Art; finish=NULL; treatment=NULL; source_variant=Alternate Art; release_kind=original; art_kind=alternate_art; catalog_status=active,"cardmarket_product idProduct=733352; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=747512; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=269569; scope=exact; metadata={""release_id"":3461,""version"":""Alternate Art""} || card_images source_card_id=269569; source_variant=Alternate Art; source_collector_number=OP05-055a; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op05 + OP05-055 + jp + variant=Alternate Art; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 733352|747512 and verify JP + op05 + Alternate Art / release; record one idProduct only after evidence.,N/A
141,One Piece,Cavendish,AMBIGUOUS,MANUAL_WEB_REVIEW,,690804|768247,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=15290; collection_items.card_id=15290; printing_variant=normal; variant_label=Box Topper; finish=NULL; treatment=NULL; source_variant=Box Topper; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=690804; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=768247; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=244478; scope=exact; metadata={""release_id"":3332,""version"":""Box Topper""} || card_images source_card_id=244478; source_variant=Box Topper; source_collector_number=OP01-008b; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op01 + OP01-008 + jp + variant=Box Topper; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 690804|768247 and verify JP + op01 + Box Topper / release; record one idProduct only after evidence.,N/A
142,One Piece,Gol.D.Roger,AMBIGUOUS,MANUAL_WEB_REVIEW,,845596|857262,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=22265; collection_items.card_id=22265; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=845596; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=857262; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=354349; scope=exact; metadata={""release_id"":4241,""version"":null} || card_images source_card_id=354349; source_variant=Base; source_collector_number=OP13-064; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op13 + OP13-064 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 845596|857262 and verify JP + op13 + Base / release; record one idProduct only after evidence.,N/A
143,One Piece,Nefeltari Vivi,AMBIGUOUS,MANUAL_WEB_REVIEW,,823455,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=21085; collection_items.card_id=21085; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=823455; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=330373; scope=exact; metadata={""release_id"":4123,""version"":null} || card_images source_card_id=330373; source_variant=Base; source_collector_number=EB02-026; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies eb-02 + EB02-026 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 823455 and verify JP + eb-02 + Base / release; record one idProduct only after evidence.,N/A
144,One Piece,S-Snake,AMBIGUOUS,MANUAL_WEB_REVIEW,,771756|788021,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=19531; collection_items.card_id=19531; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=771756; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=788021; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=299411; scope=exact; metadata={""release_id"":3828,""version"":null} || card_images source_card_id=299411; source_variant=Base; source_collector_number=OP08-112; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op08 + OP08-112 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 771756|788021 and verify JP + op08 + Base / release; record one idProduct only after evidence.,N/A
145,One Piece,Koala,AMBIGUOUS,MANUAL_WEB_REVIEW,,733281|747444,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=17141; collection_items.card_id=17141; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=733281; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=747444; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=268463; scope=exact; metadata={""release_id"":3461,""version"":null} || card_images source_card_id=268463; source_variant=Base; source_collector_number=OP05-006; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op05 + OP05-006 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 733281|747444 and verify JP + op05 + Base / release; record one idProduct only after evidence.,N/A
146,One Piece,Monkey.D.Luffy,AMBIGUOUS,MANUAL_WEB_REVIEW,,690823|768265,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=15326; collection_items.card_id=15326; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=690823; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=768265; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=244509; scope=exact; metadata={""release_id"":3332,""version"":null} || card_images source_card_id=244509; source_variant=Base; source_collector_number=OP01-024; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op01 + OP01-024 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 690823|768265 and verify JP + op01 + Base / release; record one idProduct only after evidence.,N/A
147,One Piece,Yamato,AMBIGUOUS,MANUAL_WEB_REVIEW,,823429,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=21059; collection_items.card_id=21059; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=823429; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=330347; scope=exact; metadata={""release_id"":4123,""version"":null} || card_images source_card_id=330347; source_variant=Base; source_collector_number=EB02-006; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies eb-02 + EB02-006 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 823429 and verify JP + eb-02 + Base / release; record one idProduct only after evidence.,N/A
148,One Piece,Pica,AMBIGUOUS,MANUAL_WEB_REVIEW,,733317|747476,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=17335; collection_items.card_id=17335; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=733317; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=747476; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=270404; scope=exact; metadata={""release_id"":3461,""version"":null} || card_images source_card_id=270404; source_variant=Base; source_collector_number=OP05-032; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op05 + OP05-032 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 733317|747476 and verify JP + op05 + Base / release; record one idProduct only after evidence.,N/A
149,One Piece,Kin'emon,AMBIGUOUS,MANUAL_WEB_REVIEW,,690844|768285,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=15366; collection_items.card_id=15366; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=690844; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=768285; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=244548; scope=exact; metadata={""release_id"":3332,""version"":null} || card_images source_card_id=244548; source_variant=Base; source_collector_number=OP01-040; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op01 + OP01-040 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 690844|768285 and verify JP + op01 + Base / release; record one idProduct only after evidence.,N/A
150,One Piece,Trafalgar Law,AMBIGUOUS,MANUAL_WEB_REVIEW,,823481,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=21108; collection_items.card_id=21108; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=823481; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=330404; scope=exact; metadata={""release_id"":4123,""version"":null} || card_images source_card_id=330404; source_variant=Base; source_collector_number=EB02-045; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies eb-02 + EB02-045 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 823481 and verify JP + eb-02 + Base / release; record one idProduct only after evidence.,N/A
151,One Piece,Uta,AMBIGUOUS,MANUAL_WEB_REVIEW,,845271|857215,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=22257; collection_items.card_id=22257; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=845271; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=857215; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=354345; scope=exact; metadata={""release_id"":4241,""version"":null} || card_images source_card_id=354345; source_variant=Base; source_collector_number=OP13-023; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op13 + OP13-023 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 845271|857215 and verify JP + op13 + Base / release; record one idProduct only after evidence.,N/A
152,One Piece,Trafalgar Law,AMBIGUOUS,MANUAL_WEB_REVIEW,,722798,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=14625; collection_items.card_id=14625; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=promo; art_kind=base; catalog_status=active,"cardmarket_product idProduct=722798; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=256657; scope=exact; metadata={""release_id"":3324,""version"":null} || card_images source_card_id=256657; source_variant=NULL; source_collector_number=P-038; image_language_scope=jp; fallback=0",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies promo + P-038 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 722798 and verify JP + promo + Base / release; record one idProduct only after evidence.,N/A
153,One Piece,Stussy,AMBIGUOUS,MANUAL_WEB_REVIEW,,845660|857326,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=22273; collection_items.card_id=22273; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=845660; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=857326; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=354353; scope=exact; metadata={""release_id"":4241,""version"":null} || card_images source_card_id=354353; source_variant=Base; source_collector_number=OP13-110; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op13 + OP13-110 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 845660|857326 and verify JP + op13 + Base / release; record one idProduct only after evidence.,N/A
154,One Piece,King,AMBIGUOUS,MANUAL_WEB_REVIEW,,690929|768358,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=15503; collection_items.card_id=15503; printing_variant=normal; variant_label=Fixed Reprint; finish=NULL; treatment=NULL; source_variant=Fixed Reprint; release_kind=reprint; art_kind=base; catalog_status=active,"cardmarket_product idProduct=690929; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=768358; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=244639; scope=exact; metadata={""release_id"":3332,""version"":""Fixed Reprint""} || card_images source_card_id=244639; source_variant=Fixed Reprint; source_collector_number=OP01-096; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op01 + OP01-096 + jp + variant=Fixed Reprint; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 690929|768358 and verify JP + op01 + Fixed Reprint / release; record one idProduct only after evidence.,N/A
155,One Piece,Rebecca,AMBIGUOUS,MANUAL_WEB_REVIEW,,733426|747775,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=17179; collection_items.card_id=17179; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=733426; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=747775; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=269205; scope=exact; metadata={""release_id"":3461,""version"":null} || card_images source_card_id=269205; source_variant=Base; source_collector_number=OP05-091; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op05 + OP05-091 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 733426|747775 and verify JP + op05 + Base / release; record one idProduct only after evidence.,N/A
