collector_number,printed_set_number,card_name,tcgdex_name,category,pokemon_species,dex_number,rarity,rarity_group,hp,pokemon_type,stage,evolves_from,is_ex,artist,regulation_mark,abilities,attacks,weaknesses,retreat,has_normal,has_holo,has_reverse_holo,variant_confidence,official_source,metadata_sources,source_confidence,source_notes,tcgdex_id,pokemon_tcg_api_id,image
166,166,Bulbasaur,Bulbasaur,Pokemon,Bulbasaur,[1],Illustration rare,Illustration Rare,70,"[""Grass""]",Basic,,0,Yoriyuki Ikegami,G,[],"[""Leech Seed""]","[{""type"":""Fire"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-166,sv3pt5-166,https://assets.tcgdex.net/en/sv/sv03.5/166
167,167,Ivysaur,Ivysaur,Pokemon,Ivysaur,[2],Illustration rare,Illustration Rare,100,"[""Grass""]",Stage1,Bulbasaur,0,Yoriyuki Ikegami,G,[],"[""Leech Seed"",""Vine Whip""]","[{""type"":""Fire"",""value"":""×2""}]",3,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-167,sv3pt5-167,https://assets.tcgdex.net/en/sv/sv03.5/167
168,168,Charmander,Charmander,Pokemon,Charmander,[4],Illustration rare,Illustration Rare,70,"[""Fire""]",Basic,,0,miki kudo,G,[],"[""Blazing Destruction"",""Steady Firebreathing""]","[{""type"":""Water"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-168,sv3pt5-168,https://assets.tcgdex.net/en/sv/sv03.5/168
169,169,Charmeleon,Charmeleon,Pokemon,Charmeleon,[5],Illustration rare,Illustration Rare,100,"[""Fire""]",Stage1,Charmander,0,miki kudo,G,[],"[""Combustion"",""Fire Blast""]","[{""type"":""Water"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-169,sv3pt5-169,https://assets.tcgdex.net/en/sv/sv03.5/169
170,170,Squirtle,Squirtle,Pokemon,Squirtle,[7],Illustration rare,Illustration Rare,60,"[""Water""]",Basic,,0,Mitsuhiro Arita,G,[],"[""Withdraw"",""Skull Bash""]","[{""type"":""Lightning"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-170,sv3pt5-170,https://assets.tcgdex.net/en/sv/sv03.5/170
171,171,Wartortle,Wartortle,Pokemon,Wartortle,[8],Illustration rare,Illustration Rare,100,"[""Water""]",Stage1,Squirtle,0,Mitsuhiro Arita,G,[],"[""Free Diving"",""Spinning Attack""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-171,sv3pt5-171,https://assets.tcgdex.net/en/sv/sv03.5/171
172,172,Caterpie,Caterpie,Pokemon,Caterpie,[10],Illustration rare,Illustration Rare,50,"[""Grass""]",Basic,,0,Teeziro,G,[],"[""Leaf Munch""]","[{""type"":""Fire"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-172,sv3pt5-172,https://assets.tcgdex.net/en/sv/sv03.5/172
173,173,Pikachu,Pikachu,Pokemon,Pikachu,[25],Illustration rare,Illustration Rare,60,"[""Lightning""]",Basic,,0,Hiroyuki Yamamoto,G,[],"[""Charge"",""Pika Punch""]","[{""type"":""Fighting"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-173,sv3pt5-173,https://assets.tcgdex.net/en/sv/sv03.5/173
174,174,Nidoking,Nidoking,Pokemon,Nidoking,[34],Illustration rare,Illustration Rare,170,"[""Darkness""]",Stage2,Nidorino,0,Misaki Hashimoto,G,"[""Enthusiastic King""]","[""Venomous Impact""]","[{""type"":""Fighting"",""value"":""×2""}]",3,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-174,sv3pt5-174,https://assets.tcgdex.net/en/sv/sv03.5/174
175,175,Psyduck,Psyduck,Pokemon,Psyduck,[54],Illustration rare,Illustration Rare,70,"[""Water""]",Basic,,0,Whisker,G,[],"[""Overthink"",""Water Gun""]","[{""type"":""Lightning"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-175,sv3pt5-175,https://assets.tcgdex.net/en/sv/sv03.5/175
176,176,Poliwhirl,Poliwhirl,Pokemon,Poliwhirl,[61],Illustration rare,Illustration Rare,90,"[""Water""]",Stage1,Poliwag,0,Gemi,G,[],"[""Wave Splash"",""Frog Hop""]","[{""type"":""Lightning"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-176,sv3pt5-176,https://assets.tcgdex.net/en/sv/sv03.5/176
177,177,Machoke,Machoke,Pokemon,Machoke,[67],Illustration rare,Illustration Rare,100,"[""Fighting""]",Stage1,Machop,0,Tetsu Kayama,G,[],"[""Mountain Ramming""]","[{""type"":""Psychic"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-177,sv3pt5-177,https://assets.tcgdex.net/en/sv/sv03.5/177
178,178,Tangela,Tangela,Pokemon,Tangela,[114],Illustration rare,Illustration Rare,80,"[""Grass""]",Basic,,0,Oswaldo KATO,G,[],"[""Tactful Tangling""]","[{""type"":""Fire"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-178,sv3pt5-178,https://assets.tcgdex.net/en/sv/sv03.5/178
179,179,Mr. Mime,Mr. Mime,Pokemon,Mr. Mime,[122],Illustration rare,Illustration Rare,90,"[""Psychic""]",Basic,,0,OKACHEKE,G,"[""Mimic Barrier""]","[""Psypower""]","[{""type"":""Darkness"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-179,sv3pt5-179,https://assets.tcgdex.net/en/sv/sv03.5/179
180,180,Omanyte,Omanyte,Pokemon,Omanyte,[138],Illustration rare,Illustration Rare,100,"[""Water""]",Stage1,Antique Helix Fossil,0,Yano Keiji,G,[],"[""Tentacular Return""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-180,sv3pt5-180,https://assets.tcgdex.net/en/sv/sv03.5/180
181,181,Dragonair,Dragonair,Pokemon,Dragonair,[148],Illustration rare,Illustration Rare,100,"[""Dragon""]",Stage1,Dratini,0,rika,G,[],"[""Beat"",""Aqua Slash""]",,2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-181,sv3pt5-181,https://assets.tcgdex.net/en/sv/sv03.5/181
182,182,Venusaur ex,Venusaur ex,Pokemon,Venusaur,[3],Ultra Rare,Ultra Rare,340,"[""Grass""]",Stage2,Ivysaur,1,PLANETA Yamashita,G,"[""Tranquil Flower""]","[""Dangerous Toxwhip""]","[{""type"":""Fire"",""value"":""×2""}]",4,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-182,sv3pt5-182,https://assets.tcgdex.net/en/sv/sv03.5/182
183,183,Charizard ex,Charizard ex,Pokemon,Charizard,[6],Ultra Rare,Ultra Rare,330,"[""Fire""]",Stage2,Charmeleon,1,PLANETA Mochizuki,G,[],"[""Brave Wing"",""Explosive Vortex""]","[{""type"":""Water"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-183,sv3pt5-183,https://assets.tcgdex.net/en/sv/sv03.5/183
184,184,Blastoise ex,Blastoise ex,Pokemon,Blastoise,[9],Ultra Rare,Ultra Rare,330,"[""Water""]",Stage2,Wartortle,1,PLANETA Yamashita,G,"[""Solid Shell""]","[""Twin Cannons""]","[{""type"":""Lightning"",""value"":""×2""}]",3,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-184,sv3pt5-184,https://assets.tcgdex.net/en/sv/sv03.5/184
185,185,Arbok ex,Arbok ex,Pokemon,Arbok,[24],Ultra Rare,Ultra Rare,270,"[""Darkness""]",Stage1,Ekans,1,Eske Yoshinob,G,[],"[""Bind Down"",""Menacing Fangs""]","[{""type"":""Fighting"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-185,sv3pt5-185,https://assets.tcgdex.net/en/sv/sv03.5/185
186,186,Ninetales ex,Ninetales ex,Pokemon,Ninetales,[38],Ultra Rare,Ultra Rare,260,"[""Fire""]",Stage1,Vulpix,1,PLANETA Tsuji,G,[],"[""Heat Wave"",""Mirrored Flames""]","[{""type"":""Water"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-186,sv3pt5-186,https://assets.tcgdex.net/en/sv/sv03.5/186
187,187,Wigglytuff ex,Wigglytuff ex,Pokemon,Wigglytuff,[40],Ultra Rare,Ultra Rare,250,"[""Colorless""]",Stage1,Jigglypuff,1,Saki Hayashiro,G,"[""Expanding Body""]","[""Friend Tackle""]","[{""type"":""Fighting"",""value"":""×2""}]",3,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-187,sv3pt5-187,https://assets.tcgdex.net/en/sv/sv03.5/187
188,188,Alakazam ex,Alakazam ex,Pokemon,Alakazam,[65],Ultra Rare,Ultra Rare,310,"[""Psychic""]",Stage2,Kadabra,1,PLANETA Tsuji,G,[],"[""Mind Jack"",""Dimensional Hand""]","[{""type"":""Darkness"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-188,sv3pt5-188,https://assets.tcgdex.net/en/sv/sv03.5/188
189,189,Golem ex,Golem ex,Pokemon,Golem,[76],Ultra Rare,Ultra Rare,330,"[""Fighting""]",Stage2,Graveler,1,PLANETA Igarashi,G,[],"[""Dynamic Roll"",""Rock Blaster""]","[{""type"":""Grass"",""value"":""×2""}]",4,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-189,sv3pt5-189,https://assets.tcgdex.net/en/sv/sv03.5/189
190,190,Kangaskhan ex,Kangaskhan ex,Pokemon,Kangaskhan,[115],Ultra Rare,Ultra Rare,230,"[""Colorless""]",Basic,,1,N-DESIGN Inc.,G,[],"[""Triple Draw"",""Incessant Punching""]","[{""type"":""Fighting"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-190,sv3pt5-190,https://assets.tcgdex.net/en/sv/sv03.5/190
191,191,Jynx ex,Jynx ex,Pokemon,Jynx,[124],Ultra Rare,Ultra Rare,200,"[""Water""]",Basic,,1,Ayaka Yoshida,G,[],"[""Heart-Stopping Kiss"",""Icy Wind""]","[{""type"":""Metal"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-191,sv3pt5-191,https://assets.tcgdex.net/en/sv/sv03.5/191
192,192,Zapdos ex,Zapdos ex,Pokemon,Zapdos,[145],Ultra Rare,Ultra Rare,200,"[""Lightning""]",Basic,,1,takuyoa,G,"[""Voltaic Float""]","[""Multishot Lightning""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-192,sv3pt5-192,https://assets.tcgdex.net/en/sv/sv03.5/192
193,193,Mew ex,Mew ex,Pokemon,Mew,[151],Ultra Rare,Ultra Rare,180,"[""Psychic""]",Basic,,1,aky CG Works,G,"[""Restart""]","[""Genome Hacking""]","[{""type"":""Darkness"",""value"":""×2""}]",0,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-193,sv3pt5-193,https://assets.tcgdex.net/en/sv/sv03.5/193
194,194,Bill’s Transfer,Bill's Transfer,Trainer,,,Ultra Rare,Ultra Rare,,,Supporter,,0,GIDORA,G,[],[],,,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-194,sv3pt5-194,https://assets.tcgdex.net/en/sv/sv03.5/194
195,195,Daisy’s Help,Daisy's Help,Trainer,,,Ultra Rare,Ultra Rare,,,Supporter,,0,Fumie Kittaka,G,[],[],,,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-195,sv3pt5-195,https://assets.tcgdex.net/en/sv/sv03.5/195
196,196,Erika’s Invitation,Erika's Invitation,Trainer,,,Ultra Rare,Ultra Rare,,,Supporter,,0,saino misaki,G,[],[],,,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-196,sv3pt5-196,https://assets.tcgdex.net/en/sv/sv03.5/196
197,197,Giovanni’s Charisma,Giovanni's Charisma,Trainer,,,Ultra Rare,Ultra Rare,,,Supporter,,0,hncl,G,[],[],,,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-197,sv3pt5-197,https://assets.tcgdex.net/en/sv/sv03.5/197
198,198,Venusaur ex,Venusaur ex,Pokemon,Venusaur,[3],Special illustration rare,Special Illustration Rare,340,"[""Grass""]",Stage2,Ivysaur,1,Yoriyuki Ikegami,G,"[""Tranquil Flower""]","[""Dangerous Toxwhip""]","[{""type"":""Fire"",""value"":""×2""}]",4,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-198,sv3pt5-198,https://assets.tcgdex.net/en/sv/sv03.5/198
199,199,Charizard ex,Charizard ex,Pokemon,Charizard,[6],Special illustration rare,Special Illustration Rare,330,"[""Fire""]",Stage2,Charmeleon,1,miki kudo,G,[],"[""Brave Wing"",""Explosive Vortex""]","[{""type"":""Water"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-199,sv3pt5-199,https://assets.tcgdex.net/en/sv/sv03.5/199
200,200,Blastoise ex,Blastoise ex,Pokemon,Blastoise,[9],Special illustration rare,Special Illustration Rare,330,"[""Water""]",Stage2,Wartortle,1,Mitsuhiro Arita,G,"[""Solid Shell""]","[""Twin Cannons""]","[{""type"":""Lightning"",""value"":""×2""}]",3,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-200,sv3pt5-200,https://assets.tcgdex.net/en/sv/sv03.5/200
201,201,Alakazam ex,Alakazam ex,Pokemon,Alakazam,[65],Special illustration rare,Special Illustration Rare,310,"[""Psychic""]",Stage2,Kadabra,1,Shinya Komatsu,G,[],"[""Mind Jack"",""Dimensional Hand""]","[{""type"":""Darkness"",""value"":""×2""}]",1,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-201,sv3pt5-201,https://assets.tcgdex.net/en/sv/sv03.5/201
202,202,Zapdos ex,Zapdos ex,Pokemon,Zapdos,[145],Special illustration rare,Special Illustration Rare,200,"[""Lightning""]",Basic,,1,Shiburingaru,G,"[""Voltaic Float""]","[""Multishot Lightning""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-202,sv3pt5-202,https://assets.tcgdex.net/en/sv/sv03.5/202
203,203,Erika’s Invitation,Erika's Invitation,Trainer,,,Special illustration rare,Special Illustration Rare,,,Supporter,,0,Cona Nitanda,G,[],[],,,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-203,sv3pt5-203,https://assets.tcgdex.net/en/sv/sv03.5/203
204,204,Giovanni’s Charisma,Giovanni's Charisma,Trainer,,,Special illustration rare,Special Illustration Rare,,,Supporter,,0,Hideki Ishikawa,G,[],[],,,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-204,sv3pt5-204,https://assets.tcgdex.net/en/sv/sv03.5/204
205,205,Mew ex,Mew ex,Pokemon,Mew,[151],Hyper rare,Hyper Rare,180,"[""Psychic""]",Basic,,1,aky CG Works,G,"[""Restart""]","[""Genome Hacking""]","[{""type"":""Darkness"",""value"":""×2""}]",0,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-205,sv3pt5-205,https://assets.tcgdex.net/en/sv/sv03.5/205
206,206,Switch,Switch,Trainer,,,Hyper rare,Hyper Rare,,,Item,,0,Studio Bora Inc.,G,[],[],,,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-206,sv3pt5-206,https://assets.tcgdex.net/en/sv/sv03.5/206
